Toll Date,Day of Week,Toll Week,Time Period,Vehicle Class,CRZ Entries,Estimated Rate,Estimated Revenue
2025-02-25,Tuesday,2025-02-23,Overnight,Multi-Unit Trucks,496,5.4,2142.72
2025-02-25,Tuesday,2025-02-23,Overnight,Buses,828,3.69,2444.26
2025-02-25,Tuesday,2025-02-23,Overnight,Motorcycles,271,1.05,227.64
2025-02-25,Tuesday,2025-02-23,Overnight,TLC Taxi/FHV,40463,1.13,36578.55
2025-02-25,Tuesday,2025-02-23,Peak,Passenger Cars & Vans,235734,9.0,1697284.8
2025-02-25,Tuesday,2025-02-23,Peak,Single-Unit Trucks,21075,14.4,242783.99
2025-02-25,Tuesday,2025-02-23,Peak,Multi-Unit Trucks,1311,21.6,22654.08
2025-02-25,Tuesday,2025-02-23,Peak,Buses,10106,14.76,119331.65
2025-02-25,Tuesday,2025-02-23,Peak,Motorcycles,1786,4.5,6429.6
2025-02-25,Tuesday,2025-02-23,Peak,TLC Taxi/FHV,137509,1.13,124308.14
2025-02-26,Wednesday,2025-02-23,Overnight,Passenger Cars & Vans,39734,2.25,71521.2
2025-02-26,Wednesday,2025-02-23,Overnight,Single-Unit Trucks,2902,3.6,8357.76
2025-02-26,Wednesday,2025-02-23,Overnight,Multi-Unit Trucks,413,5.4,1784.16
2025-02-26,Wednesday,2025-02-23,Overnight,Buses,812,3.69,2397.02
2025-02-26,Wednesday,2025-02-23,Overnight,Motorcycles,249,1.05,209.16
2025-02-26,Wednesday,2025-02-23,Overnight,TLC Taxi/FHV,45857,1.13,41454.73
2025-02-26,Wednesday,2025-02-23,Peak,Passenger Cars & Vans,242601,9.0,1746727.2
2025-02-26,Wednesday,2025-02-23,Peak,Single-Unit Trucks,21134,14.4,243463.67
2025-02-26,Wednesday,2025-02-23,Peak,Multi-Unit Trucks,1236,21.6,21358.08
2025-02-26,Wednesday,2025-02-23,Peak,Buses,10183,14.76,120240.87
2025-02-26,Wednesday,2025-02-23,Peak,Motorcycles,1772,4.5,6379.2
2025-02-26,Wednesday,2025-02-23,Peak,TLC Taxi/FHV,143072,1.13,129337.09
2025-02-27,Thursday,2025-02-23,Overnight,Passenger Cars & Vans,41299,2.25,74338.2
2025-02-27,Thursday,2025-02-23,Overnight,Single-Unit Trucks,2980,3.6,8582.4
2025-02-27,Thursday,2025-02-23,Overnight,Multi-Unit Trucks,426,5.4,1840.32
2025-02-27,Thursday,2025-02-23,Overnight,Buses,818,3.69,2414.74
2025-02-27,Thursday,2025-02-23,Overnight,Motorcycles,257,1.05,215.88
2025-02-27,Thursday,2025-02-23,Overnight,TLC Taxi/FHV,49012,1.13,44306.85
2025-02-27,Thursday,2025-02-23,Peak,Passenger Cars & Vans,246317,9.0,1773482.4
2025-02-27,Thursday,2025-02-23,Peak,Single-Unit Trucks,21319,14.4,245594.87
2025-02-27,Thursday,2025-02-23,Peak,Multi-Unit Trucks,1154,21.6,19941.12
2025-02-27,Thursday,2025-02-23,Peak,Buses,10142,14.76,119756.74
2025-02-27,Thursday,2025-02-23,Peak,Motorcycles,1511,4.5,5439.6
2025-02-27,Thursday,2025-02-23,Peak,TLC Taxi/FHV,145876,1.13,131871.9
2025-02-28,Friday,2025-02-23,Overnight,Passenger Cars & Vans,49861,2.25,89749.8
2025-02-28,Friday,2025-02-23,Overnight,Single-Unit Trucks,2928,3.6,8432.64
2025-02-28,Friday,2025-02-23,Overnight,Multi-Unit Trucks,413,5.4,1784.16
2025-02-28,Friday,2025-02-23,Overnight,Buses,829,3.69,2447.21
2025-02-28,Friday,2025-02-23,Overnight,Motorcycles,333,1.05,279.72
2025-02-28,Friday,2025-02-23,Overnight,TLC Taxi/FHV,50389,1.13,45551.66
2025-02-28,Friday,2025-02-23,Peak,Passenger Cars & Vans,245343,9.0,1766469.6
2025-02-28,Friday,2025-02-23,Peak,Single-Unit Trucks,21585,14.4,248659.19
2025-02-28,Friday,2025-02-23,Peak,Multi-Unit Trucks,1235,21.6,21340.8
2025-02-28,Friday,2025-02-23,Peak,Buses,9836,14.76,116143.49
2025-02-28,Friday,2025-02-23,Peak,Motorcycles,1760,4.5,6336.0
2025-02-28,Friday,2025-02-23,Peak,TLC Taxi/FHV,133983,1.13,121120.63
2025-03-01,Saturday,2025-02-23,Overnight,Passenger Cars & Vans,93284,2.25,167911.2
2025-03-01,Saturday,2025-02-23,Overnight,Single-Unit Trucks,4787,3.6,13786.56
2025-03-01,Saturday,2025-02-23,Overnight,Multi-Unit Trucks,525,5.4,2268.0
2025-03-01,Saturday,2025-02-23,Overnight,Buses,1477,3.69,4360.1
2025-03-01,Saturday,2025-02-23,Overnight,Motorcycles,472,1.05,396.48
2025-03-01,Saturday,2025-02-23,Overnight,TLC Taxi/FHV,83512,1.13,75494.85
2025-03-01,Saturday,2025-02-23,Peak,Passenger Cars & Vans,192721,9.0,1387591.2
2025-03-01,Saturday,2025-02-23,Peak,Single-Unit Trucks,5068,14.4,58383.36
2025-03-01,Saturday,2025-02-23,Peak,Multi-Unit Trucks,329,21.6,5685.12
2025-03-01,Saturday,2025-02-23,Peak,Buses,3169,14.76,37419.55
2025-03-01,Saturday,2025-02-23,Peak,Motorcycles,1407,4.5,5065.2
2025-03-01,Saturday,2025-02-23,Peak,TLC Taxi/FHV,105815,1.13,95656.76
2025-03-02,Sunday,2025-03-02,Overnight,Passenger Cars & Vans,76589,2.25,137860.2
2025-03-02,Sunday,2025-03-02,Overnight,Single-Unit Trucks,1983,3.6,5711.04
2025-03-02,Sunday,2025-03-02,Overnight,Multi-Unit Trucks,238,5.4,1028.16
2025-03-02,Sunday,2025-03-02,Overnight,Buses,1259,3.69,3716.57
2025-03-02,Sunday,2025-03-02,Overnight,Motorcycles,314,1.05,263.76
2025-03-02,Sunday,2025-03-02,Overnight,TLC Taxi/FHV,75017,1.13,67815.37
2025-03-02,Sunday,2025-03-02,Peak,Passenger Cars & Vans,178198,9.0,1283025.6
2025-03-02,Sunday,2025-03-02,Peak,Single-Unit Trucks,2509,14.4,28903.68
2025-03-02,Sunday,2025-03-02,Peak,Multi-Unit Trucks,167,21.6,2885.76
2025-03-02,Sunday,2025-03-02,Peak,Buses,2953,14.76,34869.02
2025-03-02,Sunday,2025-03-02,Peak,Motorcycles,953,4.5,3430.8
2025-03-02,Sunday,2025-03-02,Peak,TLC Taxi/FHV,99847,1.13,90261.69
2025-03-03,Monday,2025-03-02,Overnight,Passenger Cars & Vans,37359,2.25,67246.2
2025-03-03,Monday,2025-03-02,Overnight,Single-Unit Trucks,2502,3.6,7205.76
2025-03-03,Monday,2025-03-02,Overnight,Multi-Unit Trucks,345,5.4,1490.4
2025-03-03,Monday,2025-03-02,Overnight,Buses,792,3.69,2337.98
2025-03-03,Monday,2025-03-02,Overnight,Motorcycles,166,1.05,139.44
2025-03-03,Monday,2025-03-02,Overnight,TLC Taxi/FHV,36405,1.13,32910.12
2025-03-03,Monday,2025-03-02,Peak,Passenger Cars & Vans,230921,9.0,1662631.2
2025-03-03,Monday,2025-03-02,Peak,Single-Unit Trucks,20082,14.4,231344.63
2025-03-03,Monday,2025-03-02,Peak,Multi-Unit Trucks,1014,21.6,17521.92
2025-03-03,Monday,2025-03-02,Peak,Buses,10278,14.76,121362.63
2025-03-03,Monday,2025-03-02,Peak,Motorcycles,1197,4.5,4309.2
2025-03-03,Monday,2025-03-02,Peak,TLC Taxi/FHV,132185,1.13,119495.24
2025-03-04,Tuesday,2025-03-02,Overnight,Passenger Cars & Vans,37945,2.25,68301.0
2025-03-04,Tuesday,2025-03-02,Overnight,Single-Unit Trucks,2893,3.6,8331.84
2025-03-04,Tuesday,2025-03-02,Overnight,Multi-Unit Trucks,439,5.4,1896.48
2025-03-04,Tuesday,2025-03-02,Overnight,Buses,769,3.69,2270.09
2025-03-04,Tuesday,2025-03-02,Overnight,Motorcycles,210,1.05,176.4
2025-03-04,Tuesday,2025-03-02,Overnight,TLC Taxi/FHV,41574,1.13,37582.9
2025-03-04,Tuesday,2025-03-02,Peak,Passenger Cars & Vans,240845,9.0,1734084.0
2025-03-04,Tuesday,2025-03-02,Peak,Single-Unit Trucks,20946,14.4,241297.91
2025-03-04,Tuesday,2025-03-02,Peak,Multi-Unit Trucks,1150,21.6,19872.0
2025-03-04,Tuesday,2025-03-02,Peak,Buses,10166,14.76,120040.13
2025-03-04,Tuesday,2025-03-02,Peak,Motorcycles,1680,4.5,6048.0
2025-03-04,Tuesday,2025-03-02,Peak,TLC Taxi/FHV,137548,1.13,124343.39
2025-03-05,Wednesday,2025-03-02,Overnight,Passenger Cars & Vans,38218,2.25,68792.4
2025-03-05,Wednesday,2025-03-02,Overnight,Single-Unit Trucks,2751,3.6,7922.88
2025-03-05,Wednesday,2025-03-02,Overnight,Multi-Unit Trucks,474,5.4,2047.68
2025-03-05,Wednesday,2025-03-02,Overnight,Buses,837,3.69,2470.82
2025-03-05,Wednesday,2025-03-02,Overnight,Motorcycles,178,1.05,149.52
2025-03-05,Wednesday,2025-03-02,Overnight,TLC Taxi/FHV,46010,1.13,41593.04
2025-03-05,Wednesday,2025-03-02,Peak,Passenger Cars & Vans,236753,9.0,1704621.6
2025-03-05,Wednesday,2025-03-02,Peak,Single-Unit Trucks,20208,14.4,232796.15
2025-03-05,Wednesday,2025-03-02,Peak,Multi-Unit Trucks,1139,21.6,19681.92
2025-03-05,Wednesday,2025-03-02,Peak,Buses,9959,14.76,117595.87
2025-03-05,Wednesday,2025-03-02,Peak,Motorcycles,1264,4.5,4550.4
2025-03-05,Wednesday,2025-03-02,Peak,TLC Taxi/FHV,142058,1.13,128420.43
2025-03-06,Thursday,2025-03-02,Overnight,Passenger Cars & Vans,41758,2.25,75164.4
2025-03-06,Thursday,2025-03-02,Overnight,Single-Unit Trucks,2895,3.6,8337.6
2025-03-06,Thursday,2025-03-02,Overnight,Multi-Unit Trucks,477,5.4,2060.64
2025-03-06,Thursday,2025-03-02,Overnight,Buses,828,3.69,2444.26
2025-03-06,Thursday,2025-03-02,Overnight,Motorcycles,264,1.05,221.76
2025-03-06,Thursday,2025-03-02,Overnight,TLC Taxi/FHV,50040,1.13,45236.16
2025-03-06,Thursday,2025-03-02,Peak,Passenger Cars & Vans,245382,9.0,1766750.4
2025-03-06,Thursday,2025-03-02,Peak,Single-Unit Trucks,21134,14.4,243463.67
2025-03-06,Thursday,2025-03-02,Peak,Multi-Unit Trucks,1132,21.6,19560.96
2025-03-06,Thursday,2025-03-02,Peak,Buses,9650,14.76,113947.2
2025-03-06,Thursday,2025-03-02,Peak,Motorcycles,1635,4.5,5886.0
2025-03-06,Thursday,2025-03-02,Peak,TLC Taxi/FHV,146092,1.13,132067.17
2025-03-07,Friday,2025-03-02,Overnight,Passenger Cars & Vans,49108,2.25,88394.4
2025-03-07,Friday,2025-03-02,Overnight,Single-Unit Trucks,2728,3.6,7856.64
2025-03-07,Friday,2025-03-02,Overnight,Multi-Unit Trucks,460,5.4,1987.2
2025-03-07,Friday,2025-03-02,Overnight,Buses,819,3.69,2417.69
2025-03-07,Friday,2025-03-02,Overnight,Motorcycles,320,1.05,268.8
2025-03-07,Friday,2025-03-02,Overnight,TLC Taxi/FHV,50866,1.13,45982.86
2025-03-07,Friday,2025-03-02,Peak,Passenger Cars & Vans,249027,9.0,1792994.4
2025-03-07,Friday,2025-03-02,Peak,Single-Unit Trucks,20747,14.4,239005.43
2025-03-07,Friday,2025-03-02,Peak,Multi-Unit Trucks,1310,21.6,22636.8
2025-03-07,Friday,2025-03-02,Peak,Buses,9562,14.76,112908.1
2025-03-07,Friday,2025-03-02,Peak,Motorcycles,1619,4.5,5828.4
2025-03-07,Friday,2025-03-02,Peak,TLC Taxi/FHV,137235,1.13,124060.44
2025-03-08,Saturday,2025-03-02,Overnight,Passenger Cars & Vans,94166,2.25,169498.8
2025-03-08,Saturday,2025-03-02,Overnight,Single-Unit Trucks,4555,3.6,13118.4
2025-03-08,Saturday,2025-03-02,Overnight,Multi-Unit Trucks,493,5.4,2129.76
2025-03-08,Saturday,2025-03-02,Overnight,Buses,1475,3.69,4354.2
2025-03-08,Saturday,2025-03-02,Overnight,Motorcycles,461,1.05,387.24
2025-03-08,Saturday,2025-03-02,Overnight,TLC Taxi/FHV,83310,1.13,75312.24
2025-03-08,Saturday,2025-03-02,Peak,Passenger Cars & Vans,192207,9.0,1383890.4
2025-03-08,Saturday,2025-03-02,Peak,Single-Unit Trucks,4639,14.4,53441.28
2025-03-08,Saturday,2025-03-02,Peak,Multi-Unit Trucks,279,21.6,4821.12
2025-03-08,Saturday,2025-03-02,Peak,Buses,3119,14.76,36829.15
2025-03-08,Saturday,2025-03-02,Peak,Motorcycles,1181,4.5,4251.6
2025-03-08,Saturday,2025-03-02,Peak,TLC Taxi/FHV,107067,1.13,96788.57
2025-03-09,Sunday,2025-03-09,Overnight,Passenger Cars & Vans,76475,2.25,137655.0
2025-03-09,Sunday,2025-03-09,Overnight,Single-Unit Trucks,1955,3.6,5630.4
2025-03-09,Sunday,2025-03-09,Overnight,Multi-Unit Trucks,272,5.4,1175.04
2025-03-09,Sunday,2025-03-09,Overnight,Buses,1187,3.69,3504.02
2025-03-09,Sunday,2025-03-09,Overnight,Motorcycles,396,1.05,332.64
2025-03-09,Sunday,2025-03-09,Overnight,TLC Taxi/FHV,73867,1.13,66775.77
2025-03-09,Sunday,2025-03-09,Peak,Passenger Cars & Vans,183225,9.0,1319220.0
2025-03-09,Sunday,2025-03-09,Peak,Single-Unit Trucks,2563,14.4,29525.76
2025-03-09,Sunday,2025-03-09,Peak,Multi-Unit Trucks,193,21.6,3335.04
2025-03-09,Sunday,2025-03-09,Peak,Buses,2764,14.76,32637.31
2025-03-09,Sunday,2025-03-09,Peak,Motorcycles,1248,4.5,4492.8
2025-03-09,Sunday,2025-03-09,Peak,TLC Taxi/FHV,97725,1.13,88343.4
2025-03-10,Monday,2025-03-09,Overnight,Passenger Cars & Vans,41291,2.25,74323.8
2025-03-10,Monday,2025-03-09,Overnight,Single-Unit Trucks,2653,3.6,7640.64
2025-03-10,Monday,2025-03-09,Overnight,Multi-Unit Trucks,403,5.4,1740.96
2025-03-10,Monday,2025-03-09,Overnight,Buses,768,3.69,2267.14
2025-03-10,Monday,2025-03-09,Overnight,Motorcycles,307,1.05,257.88
2025-03-10,Monday,2025-03-09,Overnight,TLC Taxi/FHV,37492,1.13,33892.77
2025-03-10,Monday,2025-03-09,Peak,Passenger Cars & Vans,236522,9.0,1702958.4
2025-03-10,Monday,2025-03-09,Peak,Single-Unit Trucks,19913,14.4,229397.75
2025-03-10,Monday,2025-03-09,Peak,Multi-Unit Trucks,1044,21.6,18040.32
2025-03-10,Monday,2025-03-09,Peak,Buses,9988,14.76,117938.31
2025-03-10,Monday,2025-03-09,Peak,Motorcycles,1806,4.5,6501.6
2025-03-10,Monday,2025-03-09,Peak,TLC Taxi/FHV,128437,1.13,116107.05
2025-03-11,Tuesday,2025-03-09,Overnight,Passenger Cars & Vans,40716,2.25,73288.8
2025-03-11,Tuesday,2025-03-09,Overnight,Single-Unit Trucks,3000,3.6,8640.0
2025-03-11,Tuesday,2025-03-09,Overnight,Multi-Unit Trucks,422,5.4,1823.04
2025-03-11,Tuesday,2025-03-09,Overnight,Buses,825,3.69,2435.4
2025-03-11,Tuesday,2025-03-09,Overnight,Motorcycles,311,1.05,261.24
2025-03-11,Tuesday,2025-03-09,Overnight,TLC Taxi/FHV,43857,1.13,39646.73
2025-03-11,Tuesday,2025-03-09,Peak,Passenger Cars & Vans,246889,9.0,1777600.8
2025-03-11,Tuesday,2025-03-09,Peak,Single-Unit Trucks,20604,14.4,237358.07
2025-03-11,Tuesday,2025-03-09,Peak,Multi-Unit Trucks,977,21.6,16882.56
2025-03-11,Tuesday,2025-03-09,Peak,Buses,9980,14.76,117843.84
2025-03-11,Tuesday,2025-03-09,Peak,Motorcycles,1943,4.5,6994.8
2025-03-11,Tuesday,2025-03-09,Peak,TLC Taxi/FHV,134472,1.13,121562.69
2025-03-12,Wednesday,2025-03-09,Overnight,Passenger Cars & Vans,41468,2.25,74642.4
2025-03-12,Wednesday,2025-03-09,Overnight,Single-Unit Trucks,2851,3.6,8210.88
2025-03-12,Wednesday,2025-03-09,Overnight,Multi-Unit Trucks,385,5.4,1663.2
2025-03-12,Wednesday,2025-03-09,Overnight,Buses,785,3.69,2317.32
2025-03-12,Wednesday,2025-03-09,Overnight,Motorcycles,329,1.05,276.36
2025-03-12,Wednesday,2025-03-09,Overnight,TLC Taxi/FHV,48081,1.13,43465.22
2025-03-12,Wednesday,2025-03-09,Peak,Passenger Cars & Vans,247168,9.0,1779609.6
2025-03-12,Wednesday,2025-03-09,Peak,Single-Unit Trucks,20132,14.4,231920.63
2025-03-12,Wednesday,2025-03-09,Peak,Multi-Unit Trucks,1119,21.6,19336.32
2025-03-12,Wednesday,2025-03-09,Peak,Buses,10178,14.76,120181.83
2025-03-12,Wednesday,2025-03-09,Peak,Motorcycles,2012,4.5,7243.2
2025-03-12,Wednesday,2025-03-09,Peak,TLC Taxi/FHV,141413,1.13,127837.35
2025-03-13,Thursday,2025-03-09,Overnight,Passenger Cars & Vans,43070,2.25,77526.0
2025-03-13,Thursday,2025-03-09,Overnight,Single-Unit Trucks,2954,3.6,8507.52
2025-03-13,Thursday,2025-03-09,Overnight,Multi-Unit Trucks,418,5.4,1805.76
2025-03-13,Thursday,2025-03-09,Overnight,Buses,842,3.69,2485.58
2025-03-13,Thursday,2025-03-09,Overnight,Motorcycles,290,1.05,243.6
2025-03-13,Thursday,2025-03-09,Overnight,TLC Taxi/FHV,52210,1.13,47197.84
2025-03-13,Thursday,2025-03-09,Peak,Passenger Cars & Vans,248533,9.0,1789437.6
2025-03-13,Thursday,2025-03-09,Peak,Single-Unit Trucks,20490,14.4,236044.79
2025-03-13,Thursday,2025-03-09,Peak,Multi-Unit Trucks,1089,21.6,18817.92
2025-03-13,Thursday,2025-03-09,Peak,Buses,9839,14.76,116178.91
2025-03-13,Thursday,2025-03-09,Peak,Motorcycles,1907,4.5,6865.2
2025-03-13,Thursday,2025-03-09,Peak,TLC Taxi/FHV,146169,1.13,132136.78
2025-03-14,Friday,2025-03-09,Overnight,Passenger Cars & Vans,52187,2.25,93936.6
2025-03-14,Friday,2025-03-09,Overnight,Single-Unit Trucks,2789,3.6,8032.32
2025-03-14,Friday,2025-03-09,Overnight,Multi-Unit Trucks,412,5.4,1779.84
2025-03-14,Friday,2025-03-09,Overnight,Buses,829,3.69,2447.21
2025-03-14,Friday,2025-03-09,Overnight,Motorcycles,322,1.05,270.48
2025-03-14,Friday,2025-03-09,Overnight,TLC Taxi/FHV,55303,1.13,49993.91
2025-03-14,Friday,2025-03-09,Peak,Passenger Cars & Vans,243986,9.0,1756699.2
2025-03-14,Friday,2025-03-09,Peak,Single-Unit Trucks,20249,14.4,233268.47
2025-03-14,Friday,2025-03-09,Peak,Multi-Unit Trucks,1043,21.6,18023.04
2025-03-14,Friday,2025-03-09,Peak,Buses,9781,14.76,115494.05
2025-03-14,Friday,2025-03-09,Peak,Motorcycles,1900,4.5,6840.0
2025-03-14,Friday,2025-03-09,Peak,TLC Taxi/FHV,138728,1.13,125410.11
2025-03-15,Saturday,2025-03-09,Overnight,Passenger Cars & Vans,96701,2.25,174061.8
2025-03-15,Saturday,2025-03-09,Overnight,Single-Unit Trucks,4440,3.6,12787.2
2025-03-15,Saturday,2025-03-09,Overnight,Multi-Unit Trucks,520,5.4,2246.4
2025-03-15,Saturday,2025-03-09,Overnight,Buses,1521,3.69,4489.99
2025-03-15,Saturday,2025-03-09,Overnight,Motorcycles,510,1.05,428.4
2025-03-15,Saturday,2025-03-09,Overnight,TLC Taxi/FHV,86327,1.13,78039.61
2025-03-15,Saturday,2025-03-09,Peak,Passenger Cars & Vans,193598,9.0,1393905.6
2025-03-15,Saturday,2025-03-09,Peak,Single-Unit Trucks,4597,14.4,52957.44
2025-03-15,Saturday,2025-03-09,Peak,Multi-Unit Trucks,290,21.6,5011.2
2025-03-15,Saturday,2025-03-09,Peak,Buses,3433,14.76,40536.86
2025-03-15,Saturday,2025-03-09,Peak,Motorcycles,1363,4.5,4906.8
2025-03-15,Saturday,2025-03-09,Peak,TLC Taxi/FHV,112751,1.13,101926.9
2025-03-16,Sunday,2025-03-16,Overnight,Passenger Cars & Vans,80348,2.25,144626.4
2025-03-16,Sunday,2025-03-16,Overnight,Single-Unit Trucks,2146,3.6,6180.48
2025-03-16,Sunday,2025-03-16,Overnight,Multi-Unit Trucks,286,5.4,1235.52
2025-03-16,Sunday,2025-03-16,Overnight,Buses,1450,3.69,4280.4
2025-03-16,Sunday,2025-03-16,Overnight,Motorcycles,379,1.05,318.36
2025-03-16,Sunday,2025-03-16,Overnight,TLC Taxi/FHV,77264,1.13,69846.66
2025-03-16,Sunday,2025-03-16,Peak,Passenger Cars & Vans,177185,9.0,1275732.0
2025-03-16,Sunday,2025-03-16,Peak,Single-Unit Trucks,2833,14.4,32636.16
2025-03-16,Sunday,2025-03-16,Peak,Multi-Unit Trucks,203,21.6,3507.84
2025-03-16,Sunday,2025-03-16,Peak,Buses,2970,14.76,35069.76
2025-03-16,Sunday,2025-03-16,Peak,Motorcycles,1208,4.5,4348.8
2025-03-16,Sunday,2025-03-16,Peak,TLC Taxi/FHV,97398,1.13,88047.79
2025-03-17,Monday,2025-03-16,Overnight,Passenger Cars & Vans,39826,2.25,71686.8
2025-03-17,Monday,2025-03-16,Overnight,Single-Unit Trucks,2580,3.6,7430.4
2025-03-17,Monday,2025-03-16,Overnight,Multi-Unit Trucks,431,5.4,1861.92
2025-03-17,Monday,2025-03-16,Overnight,Buses,799,3.69,2358.65
2025-03-17,Monday,2025-03-16,Overnight,Motorcycles,214,1.05,179.76
2025-03-17,Monday,2025-03-16,Overnight,TLC Taxi/FHV,40048,1.13,36203.39
2025-03-17,Monday,2025-03-16,Peak,Passenger Cars & Vans,225225,9.0,1621620.0
2025-03-17,Monday,2025-03-16,Peak,Single-Unit Trucks,18516,14.4,213304.31
2025-03-17,Monday,2025-03-16,Peak,Multi-Unit Trucks,1013,21.6,17504.64
2025-03-17,Monday,2025-03-16,Peak,Buses,9622,14.76,113616.58
2025-03-17,Monday,2025-03-16,Peak,Motorcycles,1155,4.5,4158.0
2025-03-17,Monday,2025-03-16,Peak,TLC Taxi/FHV,127146,1.13,114939.98
2025-03-18,Tuesday,2025-03-16,Overnight,Passenger Cars & Vans,40725,2.25,73305.0
2025-03-18,Tuesday,2025-03-16,Overnight,Single-Unit Trucks,2940,3.6,8467.2
2025-03-18,Tuesday,2025-03-16,Overnight,Multi-Unit Trucks,450,5.4,1944.0
2025-03-18,Tuesday,2025-03-16,Overnight,Buses,842,3.69,2485.58
2025-03-18,Tuesday,2025-03-16,Overnight,Motorcycles,271,1.05,227.64
2025-03-18,Tuesday,2025-03-16,Overnight,TLC Taxi/FHV,44136,1.13,39898.94
2025-03-18,Tuesday,2025-03-16,Peak,Passenger Cars & Vans,243807,9.0,1755410.4
2025-03-18,Tuesday,2025-03-16,Peak,Single-Unit Trucks,20620,14.4,237542.39
2025-03-18,Tuesday,2025-03-16,Peak,Multi-Unit Trucks,1102,21.6,19042.56
2025-03-18,Tuesday,2025-03-16,Peak,Buses,9540,14.76,112648.32
2025-03-18,Tuesday,2025-03-16,Peak,Motorcycles,1861,4.5,6699.6
2025-03-18,Tuesday,2025-03-16,Peak,TLC Taxi/FHV,134932,1.13,121978.53
2025-03-19,Wednesday,2025-03-16,Overnight,Passenger Cars & Vans,40828,2.25,73490.4
2025-03-19,Wednesday,2025-03-16,Overnight,Single-Unit Trucks,2930,3.6,8438.4
2025-03-19,Wednesday,2025-03-16,Overnight,Multi-Unit Trucks,427,5.4,1844.64
2025-03-19,Wednesday,2025-03-16,Overnight,Buses,859,3.69,2535.77
2025-03-19,Wednesday,2025-03-16,Overnight,Motorcycles,283,1.05,237.72
2025-03-19,Wednesday,2025-03-16,Overnight,TLC Taxi/FHV,46537,1.13,42069.45
2025-03-19,Wednesday,2025-03-16,Peak,Passenger Cars & Vans,243678,9.0,1754481.6
2025-03-19,Wednesday,2025-03-16,Peak,Single-Unit Trucks,19790,14.4,227980.79
2025-03-19,Wednesday,2025-03-16,Peak,Multi-Unit Trucks,1068,21.6,18455.04
2025-03-19,Wednesday,2025-03-16,Peak,Buses,9699,14.76,114525.79
2025-03-19,Wednesday,2025-03-16,Peak,Motorcycles,1896,4.5,6825.6
2025-03-19,Wednesday,2025-03-16,Peak,TLC Taxi/FHV,140387,1.13,126909.85
2025-03-20,Thursday,2025-03-16,Overnight,Passenger Cars & Vans,42293,2.25,76127.4
2025-03-20,Thursday,2025-03-16,Overnight,Single-Unit Trucks,2883,3.6,8303.04
2025-03-20,Thursday,2025-03-16,Overnight,Multi-Unit Trucks,415,5.4,1792.8
2025-03-20,Thursday,2025-03-16,Overnight,Buses,833,3.69,2459.02
2025-03-20,Thursday,2025-03-16,Overnight,Motorcycles,208,1.05,174.72
2025-03-20,Thursday,2025-03-16,Overnight,TLC Taxi/FHV,52144,1.13,47138.18
2025-03-20,Thursday,2025-03-16,Peak,Passenger Cars & Vans,245109,9.0,1764784.8
2025-03-20,Thursday,2025-03-16,Peak,Single-Unit Trucks,19845,14.4,228614.39
2025-03-20,Thursday,2025-03-16,Peak,Multi-Unit Trucks,1007,21.6,17400.96
2025-03-20,Thursday,2025-03-16,Peak,Buses,9579,14.76,113108.83
2025-03-20,Thursday,2025-03-16,Peak,Motorcycles,1595,4.5,5742.0
2025-03-20,Thursday,2025-03-16,Peak,TLC Taxi/FHV,146058,1.13,132036.43
2025-03-21,Friday,2025-03-16,Overnight,Passenger Cars & Vans,49080,2.25,88344.0
2025-03-21,Friday,2025-03-16,Overnight,Single-Unit Trucks,2905,3.6,8366.4
2025-03-21,Friday,2025-03-16,Overnight,Multi-Unit Trucks,399,5.4,1723.68
2025-03-21,Friday,2025-03-16,Overnight,Buses,838,3.69,2473.78
2025-03-21,Friday,2025-03-16,Overnight,Motorcycles,277,1.05,232.68
2025-03-21,Friday,2025-03-16,Overnight,TLC Taxi/FHV,53185,1.13,48079.24
2025-03-21,Friday,2025-03-16,Peak,Passenger Cars & Vans,244176,9.0,1758067.2
2025-03-21,Friday,2025-03-16,Peak,Single-Unit Trucks,20206,14.4,232773.11
2025-03-21,Friday,2025-03-16,Peak,Multi-Unit Trucks,1051,21.6,18161.28
2025-03-21,Friday,2025-03-16,Peak,Buses,9073,14.76,107133.99
2025-03-21,Friday,2025-03-16,Peak,Motorcycles,1651,4.5,5943.6
2025-03-21,Friday,2025-03-16,Peak,TLC Taxi/FHV,136095,1.13,123029.88
2025-03-22,Saturday,2025-03-16,Overnight,Passenger Cars & Vans,95603,2.25,172085.4
2025-03-22,Saturday,2025-03-16,Overnight,Single-Unit Trucks,4547,3.6,13095.36
2025-03-22,Saturday,2025-03-16,Overnight,Multi-Unit Trucks,470,5.4,2030.4
2025-03-22,Saturday,2025-03-16,Overnight,Buses,1568,3.69,4628.74
2025-03-22,Saturday,2025-03-16,Overnight,Motorcycles,503,1.05,422.52
2025-03-22,Saturday,2025-03-16,Overnight,TLC Taxi/FHV,85079,1.13,76911.42
2025-03-22,Saturday,2025-03-16,Peak,Passenger Cars & Vans,190635,9.0,1372572.0
2025-03-22,Saturday,2025-03-16,Peak,Single-Unit Trucks,4484,14.4,51655.68
2025-03-22,Saturday,2025-03-16,Peak,Multi-Unit Trucks,270,21.6,4665.6
2025-03-22,Saturday,2025-03-16,Peak,Buses,3322,14.76,39226.18
2025-03-22,Saturday,2025-03-16,Peak,Motorcycles,1386,4.5,4989.6
2025-03-22,Saturday,2025-03-16,Peak,TLC Taxi/FHV,108269,1.13,97875.18
