Date,Mode,Count
11/24/2022,MNR,90057
11/24/2022,LIRR,90771
11/24/2022,Bus,515903
11/24/2022,BT,859064
11/23/2022,BT,983719
11/23/2022,Subway,3263998
11/23/2022,SIR,6862
11/23/2022,MNR,184135
11/23/2022,LIRR,210438
11/23/2022,Bus,1358016
11/23/2022,AAR,25032
11/22/2022,BT,982740
11/22/2022,Subway,3548882
11/22/2022,SIR,7462
11/22/2022,MNR,183771
11/22/2022,LIRR,200264
11/22/2022,Bus,1447618
11/22/2022,AAR,27957
11/21/2022,MNR,166517
11/21/2022,Subway,3363626
11/21/2022,SIR,7017
11/21/2022,LIRR,185570
11/21/2022,Bus,1393031
11/21/2022,BT,896487
11/21/2022,AAR,25766
11/20/2022,AAR,15556
11/20/2022,Subway,1721187
11/20/2022,SIR,1079
11/20/2022,MNR,74870
11/20/2022,LIRR,74524
11/20/2022,Bus,645986
11/20/2022,BT,830876
11/19/2022,BT,929687
11/19/2022,Subway,2323449
11/19/2022,SIR,1630
11/19/2022,MNR,101076
11/19/2022,LIRR,97654
11/19/2022,Bus,864766
11/19/2022,AAR,16076
11/18/2022,Bus,1412974
11/18/2022,Subway,3539202
11/18/2022,SIR,6546
11/18/2022,AAR,27236
11/18/2022,MNR,161777
11/18/2022,LIRR,183576
11/18/2022,BT,981421
11/17/2022,MNR,178147
11/17/2022,Subway,3797815
11/17/2022,SIR,7633
11/17/2022,LIRR,193797
11/17/2022,Bus,1493119
11/17/2022,BT,962670
11/17/2022,AAR,28778
11/16/2022,AAR,28574
11/16/2022,Subway,3751773
11/16/2022,SIR,7589
11/16/2022,MNR,179233
11/16/2022,LIRR,194893
11/16/2022,Bus,1484607
11/16/2022,BT,912685
11/15/2022,BT,903257
11/15/2022,Subway,3713627
11/15/2022,SIR,7776
11/15/2022,MNR,182790
11/15/2022,LIRR,196179
11/15/2022,Bus,1483782
11/15/2022,AAR,28155
11/14/2022,SIR,7135
11/14/2022,Subway,3401075
11/14/2022,MNR,165573
11/14/2022,LIRR,181582
11/14/2022,Bus,1441705
11/14/2022,BT,889804
11/14/2022,AAR,25728
11/13/2022,AAR,15544
11/13/2022,Subway,1794024
11/13/2022,SIR,1658
11/13/2022,MNR,76460
11/13/2022,LIRR,76869
11/13/2022,Bus,662034
11/13/2022,BT,859975
11/12/2022,BT,889070
11/12/2022,Subway,2431419
11/12/2022,SIR,2262
11/12/2022,MNR,106101
11/12/2022,LIRR,94911
11/12/2022,Bus,893837
11/12/2022,AAR,15153
11/11/2022,Bus,1077574
11/11/2022,Subway,2994708
11/11/2022,AAR,20634
11/11/2022,SIR,4558
11/11/2022,MNR,154511
11/11/2022,LIRR,172756
11/11/2022,BT,870209
11/10/2022,AAR,28385
11/10/2022,Subway,3802230
11/10/2022,SIR,7749
11/10/2022,MNR,180584
11/10/2022,LIRR,203722
11/10/2022,Bus,1516812
11/10/2022,BT,976695
11/09/2022,AAR,28589
11/09/2022,Subway,3772030
11/09/2022,SIR,7722
11/09/2022,MNR,180581
11/09/2022,LIRR,199030
11/09/2022,Bus,1517250
11/09/2022,BT,921392
11/08/2022,BT,888462
11/08/2022,Subway,3431700
11/08/2022,SIR,6463
11/08/2022,MNR,183142
11/08/2022,LIRR,201028
11/08/2022,Bus,1356894
11/08/2022,AAR,25939
11/07/2022,BT,901997
11/07/2022,Subway,3456868
11/07/2022,SIR,7365
11/07/2022,MNR,168401
11/07/2022,LIRR,190295
11/07/2022,Bus,1478731
11/07/2022,AAR,26193
11/06/2022,MNR,94517
11/06/2022,Subway,2116063
11/06/2022,SIR,3122
11/06/2022,LIRR,92648
11/06/2022,Bus,648085
11/06/2022,BT,779295
11/06/2022,AAR,13926
11/05/2022,AAR,16790
11/05/2022,Subway,2449943
11/05/2022,SIR,2628
11/05/2022,MNR,110793
11/05/2022,LIRR,96845
11/05/2022,Bus,918127
11/05/2022,BT,940206
11/04/2022,BT,975347
11/04/2022,Subway,3586358
11/04/2022,SIR,6813
11/04/2022,MNR,161378
11/04/2022,LIRR,180084
11/04/2022,Bus,1459619
11/04/2022,AAR,27340
11/03/2022,LIRR,197940
11/03/2022,Subway,3802455
11/03/2022,SIR,7676
11/03/2022,BT,941513
11/03/2022,AAR,28364
11/03/2022,MNR,178498
11/03/2022,Bus,1521975
11/02/2022,MNR,181158
11/02/2022,Subway,3788123
11/02/2022,SIR,7788
11/02/2022,LIRR,198277
11/02/2022,Bus,1549724
11/02/2022,BT,918835
11/02/2022,AAR,28493
11/01/2022,AAR,26993
11/01/2022,Subway,3706707
11/01/2022,SIR,7756
11/01/2022,MNR,178425
11/01/2022,LIRR,196102
11/01/2022,Bus,1501329
11/01/2022,BT,911552
10/31/2022,BT,862337
10/31/2022,Subway,3410892
10/31/2022,SIR,6759
10/31/2022,MNR,157055
10/31/2022,LIRR,177547
10/31/2022,Bus,1394453
10/31/2022,AAR,24178
10/30/2022,SIR,5
10/30/2022,Subway,1875953
10/30/2022,MNR,80576
10/30/2022,LIRR,69358
10/30/2022,Bus,711004
10/30/2022,BT,903170
10/30/2022,AAR,15324
10/29/2022,AAR,15778
10/29/2022,Subway,2440601
10/29/2022,SIR,42
10/29/2022,MNR,102975
10/29/2022,LIRR,86888
10/29/2022,Bus,912721
10/29/2022,BT,949043
10/28/2022,BT,992291
10/28/2022,Subway,3624748
10/28/2022,SIR,6647
10/28/2022,MNR,159109
10/28/2022,LIRR,179633
10/28/2022,Bus,1455834
10/28/2022,AAR,26237
10/27/2022,Bus,1543031
10/27/2022,Subway,3892985
10/27/2022,AAR,28035
10/27/2022,SIR,7848
10/27/2022,MNR,179032
10/27/2022,LIRR,196789
10/27/2022,BT,971657
10/26/2022,AAR,27891
10/26/2022,Subway,3794534
10/26/2022,SIR,7978
10/26/2022,MNR,181254
10/26/2022,LIRR,201843
10/26/2022,Bus,1539557
10/26/2022,BT,932571
10/25/2022,AAR,27080
10/25/2022,Subway,3712582
10/25/2022,SIR,7864
10/25/2022,MNR,183507
10/25/2022,LIRR,200671
10/25/2022,Bus,1512725
10/25/2022,BT,903935
10/24/2022,BT,887372
10/24/2022,Subway,3357840
10/24/2022,SIR,6929
10/24/2022,MNR,161772
10/24/2022,LIRR,182390
10/24/2022,Bus,1432728
10/24/2022,AAR,24643
10/23/2022,BT,872119
10/23/2022,Subway,1740520
10/23/2022,SIR,19
10/23/2022,MNR,83665
10/23/2022,LIRR,76024
10/23/2022,Bus,668183
10/23/2022,AAR,14434
10/22/2022,MNR,122863
10/22/2022,Subway,2430406
10/22/2022,SIR,90
10/22/2022,LIRR,97921
10/22/2022,Bus,916539
10/22/2022,BT,970862
10/22/2022,AAR,15832
10/21/2022,AAR,26385
10/21/2022,Subway,3570334
10/21/2022,SIR,6848
10/21/2022,MNR,166539
10/21/2022,LIRR,185797
10/21/2022,Bus,1452280
10/21/2022,BT,997993
10/20/2022,BT,970479
10/20/2022,Subway,3810901
10/20/2022,SIR,7784
10/20/2022,MNR,180234
10/20/2022,LIRR,201886
10/20/2022,Bus,1532692
10/20/2022,AAR,27649
10/19/2022,Bus,1545140
10/19/2022,Subway,3814404
10/19/2022,SIR,7934
10/19/2022,AAR,28002
10/19/2022,MNR,185202
10/19/2022,LIRR,202921
10/19/2022,BT,916246
10/18/2022,MNR,191540
10/18/2022,Subway,3693627
10/18/2022,SIR,7917
10/18/2022,LIRR,199026
10/18/2022,Bus,1510826
10/18/2022,BT,894481
10/18/2022,AAR,26135
10/17/2022,AAR,24045
10/17/2022,Subway,3314497
10/17/2022,SIR,6952
10/17/2022,MNR,170716
10/17/2022,LIRR,182855
10/17/2022,Bus,1430672
10/17/2022,BT,860596
10/16/2022,BT,898969
10/16/2022,Subway,1773903
10/16/2022,SIR,1385
10/16/2022,MNR,85438
10/16/2022,LIRR,80395
10/16/2022,Bus,705073
10/16/2022,AAR,15338
10/15/2022,SIR,1897
10/15/2022,Subway,2363501
10/15/2022,MNR,108230
10/15/2022,LIRR,100804
10/15/2022,Bus,914771
10/15/2022,BT,964859
10/15/2022,AAR,15945
10/14/2022,AAR,26877
10/14/2022,Subway,3578772
10/14/2022,SIR,6877
10/14/2022,MNR,170188
10/14/2022,LIRR,186594
10/14/2022,Bus,1468602
10/14/2022,BT,1000719
10/13/2022,BT,935038
10/13/2022,Subway,3682799
10/13/2022,SIR,7593
10/13/2022,MNR,173174
10/13/2022,LIRR,195360
10/13/2022,Bus,1463795
10/13/2022,AAR,26422
10/12/2022,Bus,1554226
10/12/2022,Subway,3776129
10/12/2022,AAR,28193
10/12/2022,SIR,7820
10/12/2022,MNR,185488
10/12/2022,LIRR,203866
10/12/2022,BT,945786
10/11/2022,AAR,26435
10/11/2022,Subway,3649405
10/11/2022,SIR,7841
10/11/2022,MNR,192887
10/11/2022,LIRR,203885
10/11/2022,Bus,1521587
10/11/2022,BT,899509
10/10/2022,AAR,17806
10/10/2022,Subway,2556722
10/10/2022,SIR,4220
10/10/2022,MNR,152488
10/10/2022,LIRR,163310
10/10/2022,Bus,1034288
10/10/2022,BT,845129
10/09/2022,BT,911141
10/09/2022,Subway,1917721
10/09/2022,SIR,2200
10/09/2022,MNR,88783
10/09/2022,LIRR,97984
10/09/2022,Bus,691656
10/09/2022,AAR,14776
10/08/2022,BT,965140
10/08/2022,Subway,2397249
10/08/2022,SIR,1975
10/08/2022,MNR,110122
10/08/2022,LIRR,114687
10/08/2022,Bus,888506
10/08/2022,AAR,15448
10/07/2022,MNR,166955
10/07/2022,Subway,3591080
10/07/2022,SIR,6865
10/07/2022,LIRR,204261
10/07/2022,Bus,1480214
10/07/2022,BT,1018633
10/07/2022,AAR,26725
10/06/2022,AAR,28527
10/06/2022,Subway,3848909
10/06/2022,SIR,7907
10/06/2022,MNR,182247
10/06/2022,LIRR,203783
10/06/2022,Bus,1554806
10/06/2022,BT,981805
10/05/2022,BT,816200
10/05/2022,Subway,3077346
10/05/2022,SIR,6012
10/05/2022,MNR,158117
10/05/2022,LIRR,176091
10/05/2022,Bus,1206674
10/05/2022,AAR,24305
10/04/2022,AAR,25282
10/04/2022,Subway,3397689
10/04/2022,SIR,6825
10/04/2022,LIRR,181887
10/04/2022,Bus,1354099
10/04/2022,BT,833631
10/04/2022,MNR,166868
10/03/2022,LIRR,173268
10/03/2022,AAR,25390
10/03/2022,BT,880633
10/03/2022,Bus,1426633
10/03/2022,MNR,153913
10/03/2022,SIR,6824
10/03/2022,Subway,3370048
10/02/2022,AAR,13897
10/02/2022,Subway,1621851
10/02/2022,SIR,1302
10/02/2022,MNR,68450
10/02/2022,LIRR,61918
10/02/2022,Bus,591909
10/02/2022,BT,793492
10/01/2022,BT,820869
10/01/2022,Subway,2032983
10/01/2022,SIR,1855
10/01/2022,MNR,80394
10/01/2022,LIRR,72081
10/01/2022,Bus,758826
10/01/2022,AAR,13718
09/30/2022,SIR,6623
09/30/2022,Subway,3503239
09/30/2022,MNR,164028
09/30/2022,LIRR,181549
09/30/2022,Bus,1477082
09/30/2022,BT,997765
09/30/2022,AAR,26614
09/29/2022,AAR,26857
09/29/2022,Subway,3707751
09/29/2022,SIR,7738
09/29/2022,MNR,173138
09/29/2022,LIRR,194288
09/29/2022,Bus,1503472
09/29/2022,BT,960265
09/28/2022,BT,930967
09/28/2022,Subway,3712354
09/28/2022,SIR,7903
09/28/2022,MNR,179234
09/28/2022,LIRR,201525
09/28/2022,Bus,1541900
09/28/2022,AAR,27423
09/27/2022,Bus,1290217
09/27/2022,Subway,3204114
09/27/2022,AAR,24344
09/27/2022,SIR,6744
09/27/2022,MNR,176941
09/27/2022,LIRR,192275
09/27/2022,BT,886658
09/26/2022,MNR,153930
09/26/2022,Subway,2812853
09/26/2022,SIR,5848
09/26/2022,LIRR,177235
09/26/2022,Bus,1206954
09/26/2022,BT,868980
09/26/2022,AAR,21532
09/25/2022,AAR,14770
09/25/2022,Subway,1759832
09/25/2022,SIR,1582
09/25/2022,MNR,87366
09/25/2022,LIRR,81212
09/25/2022,Bus,660871
09/25/2022,BT,861534
09/24/2022,BT,944900
09/24/2022,Subway,2377091
09/24/2022,SIR,1975
09/24/2022,MNR,115822
09/24/2022,LIRR,98192
09/24/2022,Bus,860948
09/24/2022,AAR,15593
09/23/2022,SIR,6902
09/23/2022,Subway,3626482
09/23/2022,MNR,168866
09/23/2022,LIRR,190670
09/23/2022,Bus,1413234
09/23/2022,BT,981726
09/23/2022,AAR,25738
09/22/2022,AAR,26136
09/22/2022,Subway,3732919
09/22/2022,SIR,7883
09/22/2022,MNR,174952
09/22/2022,LIRR,190703
09/22/2022,Bus,1433737
09/22/2022,BT,938754
09/21/2022,BT,946181
09/21/2022,Subway,3878782
09/21/2022,SIR,8112
09/21/2022,MNR,188361
09/21/2022,LIRR,204572
09/21/2022,Bus,1543632
09/21/2022,AAR,27479
09/20/2022,LIRR,203873
09/20/2022,Subway,3767024
09/20/2022,BT,930442
09/20/2022,SIR,7962
09/20/2022,AAR,26148
09/20/2022,MNR,188771
09/20/2022,Bus,1554448
09/19/2022,AAR,24491
09/19/2022,Subway,3369999
09/19/2022,SIR,7155
09/19/2022,MNR,164392
09/19/2022,LIRR,187831
09/19/2022,Bus,1490926
09/19/2022,BT,909943
09/18/2022,AAR,15588
09/18/2022,Subway,1844317
09/18/2022,SIR,1944
09/18/2022,MNR,79158
09/18/2022,LIRR,86329
09/18/2022,Bus,712161
09/18/2022,BT,935291
09/17/2022,BT,971118
09/17/2022,Subway,2350888
09/17/2022,SIR,2693
09/17/2022,MNR,101734
09/17/2022,LIRR,99403
09/17/2022,Bus,916215
09/17/2022,AAR,15828
09/16/2022,SIR,6797
09/16/2022,Subway,3502358
09/16/2022,MNR,155750
09/16/2022,LIRR,184424
09/16/2022,Bus,1501956
09/16/2022,BT,1015255
09/16/2022,AAR,26025
09/15/2022,AAR,27391
09/15/2022,Subway,3747731
09/15/2022,SIR,7725
09/15/2022,MNR,175672
09/15/2022,LIRR,197284
09/15/2022,Bus,1573907
09/15/2022,BT,981703
09/14/2022,BT,954907
09/14/2022,Subway,3741978
09/14/2022,SIR,7740
09/14/2022,MNR,181619
09/14/2022,LIRR,202713
09/14/2022,Bus,1590666
09/14/2022,AAR,28124
09/13/2022,Bus,1557686
09/13/2022,Subway,3618354
09/13/2022,AAR,26317
09/13/2022,SIR,7552
09/13/2022,MNR,180183
09/13/2022,LIRR,200171
09/13/2022,BT,921108
09/12/2022,AAR,24947
09/12/2022,Subway,3382150
09/12/2022,SIR,6863
09/12/2022,MNR,163430
09/12/2022,LIRR,187548
09/12/2022,Bus,1519324
09/12/2022,BT,925590
09/11/2022,AAR,14467
09/11/2022,Subway,1737251
09/11/2022,SIR,1275
09/11/2022,MNR,72789
09/11/2022,LIRR,82638
09/11/2022,Bus,659929
09/11/2022,BT,862493
09/10/2022,BT,982329
09/10/2022,Subway,2356865
09/10/2022,SIR,1948
09/10/2022,MNR,98043
09/10/2022,LIRR,103789
09/10/2022,Bus,914744
09/10/2022,AAR,15345
09/09/2022,BT,1009058
09/09/2022,Subway,3481756
09/09/2022,SIR,6432
09/09/2022,MNR,161197
09/09/2022,LIRR,189930
09/09/2022,Bus,1492297
09/09/2022,AAR,25627
09/08/2022,MNR,178788
09/08/2022,Subway,3644407
09/08/2022,SIR,7185
09/08/2022,LIRR,199489
09/08/2022,Bus,1517502
09/08/2022,BT,966189
09/08/2022,AAR,27121
09/07/2022,AAR,26773
09/07/2022,Subway,3444556
09/07/2022,SIR,6698
09/07/2022,MNR,179628
09/07/2022,LIRR,203983
09/07/2022,Bus,1412342
09/07/2022,BT,939358
09/06/2022,BT,892569
09/06/2022,Subway,3063503
09/06/2022,SIR,6016
09/06/2022,MNR,164255
09/06/2022,LIRR,190260
09/06/2022,Bus,1231759
09/06/2022,AAR,24963
09/05/2022,Bus,682671
09/05/2022,Subway,1691887
09/05/2022,SIR,1977
09/05/2022,AAR,9722
09/05/2022,MNR,74585
09/05/2022,LIRR,93198
09/05/2022,BT,801463
09/04/2022,AAR,15428
09/04/2022,Subway,1802349
09/04/2022,SIR,1894
09/04/2022,MNR,77386
09/04/2022,LIRR,97728
09/04/2022,Bus,701646
09/04/2022,BT,901892
09/03/2022,AAR,15863
09/03/2022,Subway,2116811
09/03/2022,SIR,2455
09/03/2022,MNR,94997
09/03/2022,LIRR,116405
09/03/2022,Bus,867750
09/03/2022,BT,924383
09/02/2022,BT,1006354
09/02/2022,Subway,2925306
09/02/2022,SIR,5307
09/02/2022,MNR,138009
09/02/2022,LIRR,185153
09/02/2022,Bus,1250956
09/02/2022,AAR,24696
09/01/2022,SIR,6189
09/01/2022,Subway,3114667
09/01/2022,MNR,140082
09/01/2022,LIRR,186311
09/01/2022,Bus,1338287
09/01/2022,BT,997846
09/01/2022,AAR,25382
08/31/2022,AAR,25541
08/31/2022,Subway,3144027
08/31/2022,SIR,6261
08/31/2022,MNR,149499
08/31/2022,LIRR,197154
08/31/2022,Bus,1342568
08/31/2022,BT,972327
08/30/2022,BT,934163
08/30/2022,Subway,3091873
08/30/2022,SIR,6228
08/30/2022,MNR,152025
08/30/2022,LIRR,195986
08/30/2022,Bus,1326293
08/30/2022,AAR,24300
08/29/2022,Bus,1263000
08/29/2022,Subway,2836374
08/29/2022,AAR,22503
08/29/2022,SIR,5705
08/29/2022,MNR,140540
08/29/2022,LIRR,180588
08/29/2022,BT,927114
08/28/2022,AAR,14506
08/28/2022,Subway,1651689
08/28/2022,SIR,1816
08/28/2022,MNR,76296
08/28/2022,LIRR,86867
08/28/2022,Bus,681823
08/28/2022,BT,940460
08/27/2022,AAR,15575
08/27/2022,Subway,2066542
08/27/2022,SIR,2214
08/27/2022,MNR,90006
08/27/2022,LIRR,103192
08/27/2022,Bus,874084
08/27/2022,BT,977708
08/26/2022,BT,967932
08/26/2022,Subway,2863653
08/26/2022,SIR,4969
08/26/2022,MNR,133306
08/26/2022,LIRR,171765
08/26/2022,Bus,1217448
08/26/2022,AAR,23417
08/25/2022,BT,981024
08/25/2022,Subway,3090901
08/25/2022,SIR,6122
08/25/2022,MNR,142659
08/25/2022,LIRR,177178
08/25/2022,Bus,1310134
08/25/2022,AAR,24964
08/24/2022,MNR,151169
08/24/2022,Subway,3020710
08/24/2022,SIR,6036
08/24/2022,LIRR,177790
08/24/2022,Bus,1288092
08/24/2022,BT,946975
08/24/2022,AAR,25654
08/23/2022,AAR,24448
08/23/2022,Subway,2992615
08/23/2022,SIR,5903
08/23/2022,MNR,155953
08/23/2022,LIRR,173898
08/23/2022,Bus,1261782
08/23/2022,BT,921483
08/22/2022,BT,884589
08/22/2022,Subway,2622885
08/22/2022,SIR,5185
08/22/2022,MNR,141482
08/22/2022,LIRR,160918
08/22/2022,Bus,1144254
08/22/2022,AAR,21887
08/21/2022,Bus,692309
08/21/2022,Subway,1619422
08/21/2022,SIR,1272
08/21/2022,AAR,14617
08/21/2022,MNR,81666
08/21/2022,LIRR,84669
08/21/2022,BT,918196
08/20/2022,MNR,97718
08/20/2022,Subway,2038622
08/20/2022,SIR,1699
08/20/2022,LIRR,96552
08/20/2022,Bus,875371
08/20/2022,BT,952947
08/20/2022,AAR,15903
08/19/2022,AAR,24141
08/19/2022,Subway,2918737
08/19/2022,SIR,5132
08/19/2022,MNR,141791
08/19/2022,LIRR,164682
08/19/2022,Bus,1239929
08/19/2022,BT,995590
08/18/2022,BT,982598
08/18/2022,Subway,3077928
08/18/2022,SIR,5834
08/18/2022,MNR,150643
08/18/2022,LIRR,181136
08/18/2022,Bus,1283965
08/18/2022,AAR,25701
08/17/2022,SIR,6080
08/17/2022,Subway,3074027
08/17/2022,MNR,155815
08/17/2022,LIRR,172248
08/17/2022,Bus,1284966
08/17/2022,BT,935484
08/17/2022,AAR,25904
08/16/2022,AAR,24994
08/16/2022,Subway,3045892
08/16/2022,SIR,6228
08/16/2022,MNR,157888
08/16/2022,LIRR,173651
08/16/2022,Bus,1288800
08/16/2022,BT,919835
08/15/2022,BT,921408
08/15/2022,Subway,2768347
08/15/2022,SIR,5395
08/15/2022,MNR,144170
08/15/2022,LIRR,161519
08/15/2022,Bus,1234308
08/15/2022,AAR,23199
08/14/2022,Bus,692644
08/14/2022,Subway,1677803
08/14/2022,AAR,14492
08/14/2022,SIR,1339
08/14/2022,MNR,72900
08/14/2022,LIRR,88242
08/14/2022,BT,931953
08/13/2022,AAR,15889
08/13/2022,Subway,2089217
08/13/2022,SIR,1632
08/13/2022,MNR,89569
08/13/2022,LIRR,103227
08/13/2022,Bus,878499
08/13/2022,BT,953867
08/12/2022,AAR,24849
08/12/2022,Subway,2963913
08/12/2022,SIR,5422
08/12/2022,MNR,137578
08/12/2022,LIRR,175220
08/12/2022,Bus,1273620
08/12/2022,BT,996504
08/11/2022,BT,966856
08/11/2022,Subway,3093548
08/11/2022,SIR,5842
08/11/2022,MNR,146019
08/11/2022,LIRR,171390
08/11/2022,Bus,1315101
08/11/2022,AAR,25553
08/10/2022,BT,948711
08/10/2022,Subway,3134434
08/10/2022,SIR,6117
08/10/2022,MNR,147931
08/10/2022,LIRR,178656
08/10/2022,Bus,1347916
08/10/2022,AAR,26098
08/09/2022,MNR,151624
08/09/2022,Subway,3013784
08/09/2022,SIR,5935
08/09/2022,LIRR,173284
08/09/2022,Bus,1308034
08/09/2022,BT,922400
08/09/2022,AAR,25056
08/08/2022,AAR,22965
08/08/2022,Subway,2705428
08/08/2022,SIR,5496
08/08/2022,MNR,137457
08/08/2022,LIRR,165363
08/08/2022,Bus,1276524
08/08/2022,BT,926426
08/07/2022,BT,882525
08/07/2022,Subway,1542311
08/07/2022,SIR,153
08/07/2022,MNR,66242
08/07/2022,LIRR,78449
08/07/2022,Bus,670866
08/07/2022,AAR,14367
08/06/2022,LIRR,95704
08/06/2022,Subway,1999580
08/06/2022,SIR,33
08/06/2022,BT,944842
08/06/2022,AAR,14893
08/06/2022,MNR,84495
08/06/2022,Bus,865676
08/05/2022,MNR,129376
08/05/2022,Subway,2822155
08/05/2022,SIR,4754
08/05/2022,LIRR,161323
08/05/2022,Bus,1260961
08/05/2022,BT,976443
08/05/2022,AAR,23824
08/04/2022,AAR,25326
08/04/2022,Subway,3049076
08/04/2022,SIR,5409
08/04/2022,MNR,147770
08/04/2022,LIRR,174491
08/04/2022,Bus,1323229
08/04/2022,BT,976459
08/03/2022,BT,947338
08/03/2022,Subway,3124038
08/03/2022,SIR,6170
08/03/2022,MNR,158305
08/03/2022,LIRR,173751
08/03/2022,Bus,1367848
08/03/2022,AAR,26785
08/02/2022,SIR,6452
08/02/2022,Subway,3070101
08/02/2022,MNR,158236
08/02/2022,LIRR,173023
08/02/2022,Bus,1346324
08/02/2022,BT,919127
08/02/2022,AAR,24865
08/01/2022,AAR,22892
08/01/2022,Subway,2739262
08/01/2022,SIR,5673
08/01/2022,MNR,138431
08/01/2022,LIRR,151752
08/01/2022,Bus,1240007
08/01/2022,BT,904119
07/31/2022,BT,929822
07/31/2022,Subway,1649097
07/31/2022,SIR,3
07/31/2022,MNR,78953
07/31/2022,LIRR,77991
07/31/2022,Bus,693700
07/31/2022,AAR,14046
07/30/2022,Bus,893846
07/30/2022,Subway,2074421
07/30/2022,AAR,15068
07/30/2022,SIR,56
07/30/2022,MNR,96840
07/30/2022,LIRR,89426
07/30/2022,BT,954809
07/29/2022,MNR,147568
07/29/2022,Subway,2932846
07/29/2022,SIR,5532
07/29/2022,LIRR,166723
07/29/2022,Bus,1260714
07/29/2022,BT,979719
07/29/2022,AAR,23697
07/28/2022,AAR,24413
07/28/2022,Subway,3151913
07/28/2022,SIR,6421
07/28/2022,MNR,156936
07/28/2022,LIRR,173264
07/28/2022,Bus,1332113
07/28/2022,BT,974290
07/27/2022,BT,957557
07/27/2022,Subway,3232796
07/27/2022,SIR,6667
07/27/2022,MNR,161241
07/27/2022,LIRR,185332
07/27/2022,Bus,1369023
07/27/2022,AAR,25759
07/26/2022,SIR,6479
07/26/2022,Subway,3175001
07/26/2022,MNR,162994
07/26/2022,LIRR,186182
07/26/2022,Bus,1360570
07/26/2022,BT,942025
07/26/2022,AAR,24990
07/25/2022,AAR,22355
07/25/2022,Subway,2727722
07/25/2022,SIR,5692
07/25/2022,MNR,140432
07/25/2022,LIRR,163454
07/25/2022,Bus,1220826
07/25/2022,BT,893016
07/24/2022,BT,908767
07/24/2022,Subway,1596195
07/24/2022,SIR,6
07/24/2022,MNR,68265
07/24/2022,LIRR,82656
07/24/2022,Bus,674189
07/24/2022,AAR,12751
07/23/2022,LIRR,99341
07/23/2022,Subway,2028696
07/23/2022,BT,945847
07/23/2022,SIR,32
07/23/2022,AAR,14503
07/23/2022,MNR,86245
07/23/2022,Bus,862976
07/22/2022,AAR,23926
07/22/2022,Subway,2942752
07/22/2022,SIR,5322
07/22/2022,MNR,138068
07/22/2022,LIRR,174861
07/22/2022,Bus,1267907
07/22/2022,BT,993037
07/21/2022,AAR,24308
07/21/2022,Subway,3109097
07/21/2022,SIR,6166
07/21/2022,MNR,150414
07/21/2022,LIRR,173070
07/21/2022,Bus,1302978
07/21/2022,BT,954280
07/20/2022,BT,945289
07/20/2022,Subway,3190942
07/20/2022,SIR,6167
07/20/2022,MNR,156988
07/20/2022,LIRR,180707
07/20/2022,Bus,1357383
07/20/2022,AAR,25590
07/19/2022,SIR,6593
07/19/2022,Subway,3169016
07/19/2022,MNR,160294
07/19/2022,LIRR,180693
07/19/2022,Bus,1372407
07/19/2022,BT,932398
07/19/2022,AAR,24933
07/18/2022,AAR,22670
07/18/2022,Subway,2720012
07/18/2022,SIR,5543
07/18/2022,MNR,132779
07/18/2022,LIRR,162178
07/18/2022,Bus,1209240
07/18/2022,BT,877737
07/17/2022,BT,900361
07/17/2022,Subway,1674922
07/17/2022,SIR,7
07/17/2022,MNR,80166
07/17/2022,LIRR,82028
07/17/2022,Bus,701796
07/17/2022,AAR,13868
07/16/2022,Bus,859537
07/16/2022,Subway,2093206
07/16/2022,AAR,15226
07/16/2022,SIR,64
07/16/2022,MNR,98156
07/16/2022,LIRR,101758
07/16/2022,BT,939649
07/15/2022,AAR,24177
07/15/2022,Subway,3021651
07/15/2022,SIR,5527
07/15/2022,MNR,148858
07/15/2022,LIRR,171615
07/15/2022,Bus,1291217
07/15/2022,BT,994183
07/14/2022,AAR,25312
07/14/2022,Subway,3203104
07/14/2022,SIR,6413
07/14/2022,MNR,159599
07/14/2022,LIRR,174794
07/14/2022,Bus,1355975
07/14/2022,BT,977841
07/13/2022,BT,944299
07/13/2022,Subway,3229387
07/13/2022,SIR,6536
07/13/2022,MNR,166187
07/13/2022,LIRR,178413
07/13/2022,Bus,1365172
07/13/2022,AAR,25800
07/12/2022,BT,913137
07/12/2022,Subway,3148320
07/12/2022,SIR,6780
07/12/2022,MNR,164494
07/12/2022,LIRR,180172
07/12/2022,Bus,1350346
07/12/2022,AAR,24697
07/11/2022,MNR,148113
07/11/2022,Subway,2876587
07/11/2022,SIR,6163
07/11/2022,LIRR,167475
07/11/2022,Bus,1312895
07/11/2022,BT,913992
07/11/2022,AAR,23255
07/10/2022,AAR,14147
07/10/2022,Subway,1681041
07/10/2022,SIR,2016
07/10/2022,MNR,71195
07/10/2022,LIRR,82276
07/10/2022,Bus,707984
07/10/2022,BT,921110
07/09/2022,BT,917802
07/09/2022,Subway,2061419
07/09/2022,SIR,2563
07/09/2022,MNR,89757
07/09/2022,LIRR,92765
07/09/2022,Bus,885289
07/09/2022,AAR,14546
07/08/2022,Bus,1249434
07/08/2022,Subway,2902322
07/08/2022,SIR,5625
07/08/2022,AAR,24108
07/08/2022,MNR,134620
07/08/2022,LIRR,163715
07/08/2022,BT,949529
07/07/2022,AAR,25119
07/07/2022,Subway,3115604
07/07/2022,SIR,6463
07/07/2022,MNR,151105
07/07/2022,LIRR,173393
